Ind,Plot,2.27.18,3.5.18,3.23.18,3.27.18,3.30.18,4.3.18,4.6.18,4.10.18,4.13.18,4.17.18,4.20.18,4.24.18,4.26.18,5.1.18,5.4.18,5.8.18,5.11.18,5.15.18,5.18.18,5.22.18,5.25.18,5.29.18,5.31.18,6.5.18,6.8.18,6.12.18,6.15.18,6.19.18,6.22.18,6.26.18,6.29.18,7.3.18,7.6.18,7.10.18,7.13.18,7.16.18,7.19.18,7.23.18,7.27.18,7.30.18,8.1.18,8.7.18,8.9.18,8.13.18,8.16.18,8.20.18,8.23.18,8.27.18,8.30.18,9.3.18,9.6.18,9.10.18,9.13.18,9.17.18,9.20.18,9.25.18,9.27.18,10.1.18,10.4.18,10.8.18,10.15.18,10.24.18,10.31.18,11.7.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPITOM13_HF,8,,,,,,7,7,7,9,11,11,11,15,17,19,19,,,,,,,,,51,,,51,51,55,57,57,59,63,65,67,67,67,69,71,72,78,81,81,85,85,85,85,86,88,88,"89,90","89,90","89,90",92,94,94,94,95,95,95,96,96,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPIALB02_HF,8,,,,,7,9,9,9,11,11,11,15,15,17,19,19,,,,,,,,,,51,55,55,57,59,62,65,67,67,67,67,67,67,67,72,72,77,81,81,84,86,87,87,87,"67,87","67,87","67,88","67,88","67,88","67,88,90","67,88,92","67,89,92","67,89,92","67,92","67,93","67,94",95,95,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPIALB07_SH,8,,,,,7,7,9,9,11,11,11,15,17,19,19,19,,,,,,,,,,,,51,57,57,59,59,62,67,67,67,67,67,69,72,72,77,81,82,82,83,85,85,86,"71,86",86,86,86,87,88,88,89,89,91,91,91,93,96,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIBCAS09_WM,8,,,,,,,9,9,9,9,11,11,11,17,19,19,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,101,,,,,,,,,,,,,,,,,,,,,90,92,93,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIBCAS05_GR,8,,,,,,,,,,,9,11,15,17,17,19,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,101,,,,,,,,,,,,,,,,,,,,90,91,93,93,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPITOM01_GR,8,,,,,,,7,7,9,11,11,11,15,17,19,19,,,,,,,,,,,,51,55,55,57,57,61,67,67,67,69,71,71,72,72,77,79,81,85,85,86,86,86,87,88,88,"88,90","88,90","89,92",93,"89,93",94,95,96,96,97,98,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIBCAS01_SH,8,,,,,,,9,9,11,11,11,11,11,17,17,19,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,101,,,,,,,,,,,,,,,,92,92,92,94,95,95,98,95,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPITOM06_HF,8,,,,,,,7,9,11,11,11,11,15,17,19,19,,,,,,,,,51,51,51,51,55,55,57,57,59,65,67,67,67,67,67,71,71,75,78,82,85,85,86,87,87,88,88,89,89,89,,92,92,93,93,93,94,95,96,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIBCAS09_WM,8,,,,,,9,9,9,9,9,11,11,11,17,19,19,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,101,,,,,,,,,,,,,,,,,91,91,92,94,95,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPIALB03_HF,8,,,,,7,7,9,9,11,11,15,15,17,19,19,19,,,,,,,,,55,59,61,61,62,63,65,67,67,67,69,71,71,73,73,74,74,78,79,"69,81","69,83",83,85,85,"86,67","86,67","87,67","67,88","67,88","67,88","67,87",88,88,89,92,92,93,95,95,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPIALB09_GR,8,,,,,7,9,11,11,11,11,15,15,17,19,19,19,,,,,,,,51,55,55,57,57,59,60,64,67,69,71,71,71,71,73,73,75,75,78,81,81,84,84,84,85,"85,67","86,67","87,67","67,88","67,88","67,88","67,88","67,88",88,"89,90",92,94,94,95,95,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPIALB07_SH,8,,,,,9,11,11,11,11,11,15,15,17,19,19,19,,,,,,,,,51,55,57,59,60,61,67,67,71,71,71,71,71,71,71,76,76,78,79,81,81,82,83,84,84,85,86,87,87,"51,87","67,88,90","67,88,92","88,92","67,88,92","89,92",95,95,96,97,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPITOM09_HF,8,,,,,,7,9,11,11,11,11,11,15,17,19,19,,,,,,,,,,,51,51,55,55,57,57,64,65,67,67,67,67,69,71,71,74,77,79,81,86,88,88,88,88,88,88,88,88,88,"89,90","89,90",90,91,94,94,96,96,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYRGAL06_WM,8,,,,,,,,,7,7,9,11,15,15,19,19,,,,,,,,,,,,,,,,,,100,100,100,"100,100-m","100,100-m","100,100-m","100,100-m","100,100-m","100,100-m","101m,100",101,,,,,,,,90,90,90,90,90,90,92,92,92,92,90,93,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACEPEN05_WM,9,,,,,,,,,,,7,7,,,/?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALNINC08_SH,9,,,,,,,,7,9,9,9,11,11,15,19,19,,,,,,,,,,,,,,,,,,100-m,100-m,100-m,100-m,100-m,100-m,100-m,100-m,"100-m,100","100-m,100","101,100-m",101-m,"101-m,101","101-m,101","101-m,101","101-m,101","101-m,101","101-m,101","101,101-m","101,101-m","101,101-m","102,101-m,90","101-m,90","101-m,90","101-m,92","102-m,92",92,92,94,95,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP07_WM,9,,,,,,,,7,9,9,9,11,11,17,19,19,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,101,101,101,"102,90",90,91,91,93,93,95,95,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETAL08_WM,9,,,,,7,7,7,7,9,9,9,9,9,11,17,17,19,,,,,,,,,,,,,,,,,,,,,,,,,100,100,101,101,101,101,102,,,,90,90,90,91,92,92,92,93,93,93,96,97,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETALL09_SH,9,,,,,,,,,7,7,9,9,11,11,17,19,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,101,101,101,102,,,,90,90,90,90,91,91,91,91,91,91,93,95,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETALL05_SH,9,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,100,100,101,101,102,,,,,,,,90,90,92,92,92,92,92,92,97,98,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETALL09_WM,9,,,,,,,,,,,7,9,9,,19,19,,17,19,,,,,,,,,,,,,,,,,,,,,,,100,101,,,101,102,,,,,,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACEPEN05_WM,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPAP09_GR,9,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,dead,,,,,,,,,,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALNINC09_HF,9,"51-M,","51-M,","51-M,","51-M,",67-M,67-M,69-M,,,,9,11,11,"69-F,15",17,19,,,,,,,,71,75,75,76,76,77,78,79,79,81,81,"81,100-m","81,100","81,100-m","81,100-m","81,100-m","84,100-m","84,100-m","88,100-m,100","89,100-m,101","89,100-m","89,100-m","88,100-m,101","88,100-m,101","82,100-m,100","87,100-m,100","87,100-m,100","87,100-m,101","101,100-m,87","101,100-m,87","101,100-m,87","87,100-m,101","102,100-m,87","101-m,87","101-m,87","101-m,87","101-m,87","102-m,87,91","89,93",95,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETALL04_SH,9,,,,,7,7,7,7,9,9,9,11,11,11,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,102,,,,,,,,90,90,92,92,92,92,95,97,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETALL04_SH,9,,,,,,,,,7,9,9,11,11,11,17,17,19,,,,,,,,,,,,,,,,,,,,,,,,,,,100,101,101,101,102,,,,,,,,92,92,92,92,93,93,94,95,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUERUB09_WM,9,,,,,,,,,,,,7,9,9,11,11,15-D,15,19,,,,,,,,,,,,,,,,,,,100,100,100,100,100,101,,,102,,,,,,,,,,,,,90,90,90,92,93,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETPOP04_HF,9,,,,,,,,,,,7,9,11,11,"65-M/F,19","69-M,65-F,19",69-F,,,,,,71,71,72,72,75,76,78,78,79,79,81,81,81,81,81,"81,100-m","81,100-m","85,100-m","85,100-m","88,100-m","88,100-m,100","89,100,100-m","89,100-m,100","89,100-m,100","89,100-m,100","87,100-m,100","87,100-m,100","87,100-m,100","87,100-m,101","100,100-m,87","100,100-m,87","101,100-m,87","87,100-m,102","100-m,87","100-m,87","101-m,88,92","101-m,88,92","101-m,88,92","101-m,88,93","102-m,89,95",95,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACESPI04_GR,10,,,,,,,,7,9,9,9,11,15,17,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,92,95,96,98,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMRAC_HF_A,10,",11",",11",",11",",11",11,11,11-DMG,11-D,11-D,15-D,15,15,15,17,19,19,,,,,,,,51,55,55,57,60,65,65,67,67,71,71,71,71,73,76,76,"81,100","89,100","89,100","89,100","89,100","89,100","89,100",100,100,"100,89",100,100,100,101,,,,,91,92,92,93,93,94,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACESPI02_SH,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACESPL02_SH,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIELON012_SH,10,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIELON05_GR,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SORAME09_GR,10,,,,,,,,,,,,,,,,,,15,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,102,,,,,90,91,92,92,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIELON01_HF,10,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMRAC07_GR,10,",11",",11",",11",",11ROOT",12-DMG,11DMG,DEAD,,,,,,,15,17,17,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACESPL09_SH,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SORAME03_SH,10,,,,,,,7,,,,7,9,9,9,11,15,17,17,19,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,101,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIELON04_SH,10,,,,,,,,,,,,9,11,15,17,17,17,19,,,,,,,61,69,,,,,,,,,,,,,,,,,,,,,,,,,,,95,95,97,97,97,97,97,98,98,98,98,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SORAME03_SH_B,10,,,,,,,,,,,,7,,,11,17,"51,19",15,"55,19",55,57,57,59,65,67,67,69,,,,,71,72,72,72,72,73,74,74,77,77,78,78,79,82,85,85,87,88,89,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMRAC04_GR,10,",7",",9",ROOT,ROOT,,,,,,,,,,15,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMRAC_HF_B,10,",11",",11",",11",",11",11,11,11-DMG,11-D,15-D,15-D,15,15,15,17,19,19,,,,,,,,,,,,55,60,65,68,68,71,71,71,71,73,75,75,77,77,78,81,88,89,"89,100",100,100,"100,89",100,"101,89","101,90",101,90,92,92,92,93,93,94,94,95,96,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
{SORAME03_SH},10,,,,,,,,,,,,,,,,11,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIELON08_GR,10,,,,,,11-DMG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMRAC01_GR,10,,,,,,,,,,,,,,,,15,17,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIELON04_SH,10,,,,,,,,,,9-D,9,11,11,15,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[SORAME09_GR],10,,,,,7,,7,,9,9,,9,11,11,17,17,19,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,102,,,,,,,,,,92,93,94,94,94,94,95,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIELON02_SH,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIELON08_GR,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIELON08_GR,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPITOM99_SH,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYRGAL06_WM,11,,,,,,,60-M,60-M,60-M,60-M,65,"67,9","69,11",15,19,19,,,,,,,,,,,,,,,,,,100,100,100,100,"100,100-m","100,100-m","100,100-m","100,101-m",101,,,,,,,,,,92,92,92,93,94,94,94,94,94,94,94,94,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPITOM901_GR,11,,,,,,7,7,7,9,11,11,11,15,17,19,19,,,,,,,,,,,51,55,55,55,59,59,64,67,67,67,67,69,71,74,74,78,79,79,81,83,85,85,86,87,87,88,88,88,"89,90",94,94,95,95,95,96,97,98,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPIALB10_HF,11,,,,,,7,9,9,11,11,15,15,15,17,19,19,,,,,,,,,55,55,55,55,57,57,62,65,67,67,67,67,67,67,67,69,71,74,77,77,81,88,88,88,89,,89,89,89,89,,95,95,95,95,95,95,96,96,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIBCA04_WM,11,,,,,,,9,9,9,11,11,15,15,17,"51,19","51,19",55,55,55,55,55,57,65,65,67,69,71,71,72,74,77,78,"79, 100","79,100","79,100","79,100","79,100","81,100","81,100","82,101",82,84,85,85,85,87,87,88,89,,89,89,89,"89,90",90,90,90,91,91,91,93,94,96,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPIALB04_HF,11,,,,,7,9,11,11,11,11,11,15,15,17,19,19,,,,,,,,,,55,55,55,60,60,62,67,67,67,67,71,72,73,73,75,75,81,81,81,84,85,87,86,86,87,88,"67,88","67,88","67,88","67,88","67,88,90","88,90","88,93","88,94","89,94",95,96,96,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPIALB04_WM,11,,,,,7,11,11,11,11,11,11,15,15,19,19,19,,,,,,,,,51,55,57,57,59,59,62,67,67,67,67,71,72,73,73,74,74,79,81,81,82,82,84,85,86,86,87,87,87,87,88,88,88,89,"89,91",91,92,94,94,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYRGAL06_WM,11,,,,,,,,,9,9,9,11,15,17,19,19,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,101,,,,,,,,,90,90,92,92,92,93,93,93,93,93,95,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPITOM99_SH,11,,,,,,,7,7,9,9,11,11,15,17,19,19,,,,,,,,,,,,51,55,55,57,59,64,65,65,67,67,69,71,74,74,79,79,79,82,85,87,88,88,89,89,89,89,89,90,92,92,93,94,96,96,96,97,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPITOM99_SH,11,,,,,,,7,7,9,9,11,11,15,17,19,19,,,,,,,,,,,,,51,55,55,59,62,65,65,67,67,69,71,74,74,78,79,79,82,83,85,87,87,89,89,89,89,89,90,91,91,92,94,96,96,97,98,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPITOM05_HF,11,,,,,,,,,,,,9,9,11,15,15,17,17,,19,,,,,,,,,,51,55,55,57,57,62,67,67,67,67,69,71,77,79,81,84,84,87,87,87,88,88,"88,90","89,90",90,94,96,96,96,96,98,98,98,98,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPIALB09_WM,11,,,,,,9,11,11,11,11,15,15,15,19,,19,,,,,,,,,51,55,57,57,62,64,67,67,67,67,67,71,72,72,72,76,76,77,79,79,82,84,84,84,"84,67","84,67","85,67","67,87","67,87","67,87,90","67,87,90","67,88,92","67,89,92","67,89,92","67,92","67,94",95,96,96,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPIALB04_WM,11,,,,,7,9,9,11,11,11,11,15,15,19,,19,,,,,,,51,51,55,55,55,59,65,65,67,67,71,"67,71","67,71",71,72,75,75,76,76,78,79,79,82,84,85,84,"84,67","84,67","85,67","67,87","67,87","67,87,90","67,87,90","67,87,90","87,90","88,90","88,92","88,93","88,93","89,94",95,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPITOM99_SH,11,,,,,,,,,,9,11,11,15,17,19,19,,,,,,,,,,,,51,51,55,57,57,59,61,64,65,67,69,71,72,72,79,81,81,84,85,86,87,87,89,89,89,89,89,,90,90,91,91,93,93,95,97,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPIALB05_WM,11,,,,,,,,,,,9,11,15,17,19,19,,,,,,,,,,,51,55,57,57,59,62,67,67,67,67,69,72,73,74,74,76,81,81,82,83,84,84,85,86,87,88,88,88,"89,94",94,94,94,94,94,94,95,97,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPIALB02_WM,11,,,,,,,,,,,,,,15,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,59,59,61,61,64,67,67,71,72,81,82,83,85,86,86,87,"87,91","87,91","88,91","88,92","88,94",97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPIALB02_WM,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIBCAS09_WM,11,,,,,,,,,,,9,9,11,17,19,19,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,101,,,,,,,,,,,,90,90,90,90,90,90,90,91,92,92,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPITOM99_SH,11,,,,,,,7,7,9,11,11,11,15,17,19,19,,,,,,,,,,,,51,55,55,57,57,64,65,65,67,67,67,67,69,67,71,75,79,79,82,85,85,85,88,88,89,89,89,,,90,90,90,92,93,93,95,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPIALB04_HF_B,11,,,,,,9,9,9,11,11,11,15,15,17,19,19,,,,,,,,,,55,55,55,57,57,59,61,67,67,67,69,71,72,73,74,74,77,77,81,82,"85,51","62,85",85,"85,67","85,67",86,88,88,88,"88,92","88,93","88,93","88,94","88,94","88,94","89,95",95,95,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIBCAS09_WM,11,,,,,,,,,,,9,11,15,17,19,19,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,101,,,,,,,,,,,,,,91,91,92,92,92,93,93,94,95,95,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPITOM99_SH,11,,,,,,7,9,9,11,11,11,11,15,17,19,19,,,,,,,,,,,,51,51,55,57,57,60,63,65,65,67,67,69,71,72,77,79,79,"69,81",85,87,87,87,88,88,89,89,89,90,92,92,93,94,95,95,96,96,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AROMEL05_WM,11,,,,,,,9,9,9,9,11,11,15,15,"55,19","55,19",51,62,65,67,69,71,72,72,72,72,72,72,72,76,77,77,79,"79,100","79,100","79,100","88,100","89,100","89,100","90,100","89,100",100,"90,100",101,,,,,,,,,,90,92,92,92,92,92,92,93,94,94,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIBCAS09_SH,11,,,,,,,9,9,11,11,11,15,15,17,19,19,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,101,,,,,,,,,,,,,,90,90,90,90,92,92,94,94,97,97,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
